flight,step,gap_minutes,gc_gap_km,raw_adsb_dist_km,baseline_dist_km,kalman_dist_km,gru_dist_km,adsc_true_dist_km,baseline_gap_km,kalman_gap_km,gru_gap_km,baseline_dev_km,kalman_dev_km,gru_dev_km,raw_co2_kg,baseline_co2_kg,kalman_co2_kg,gru_co2_kg,adsc_co2_kg
20241231_aa9093_215536_231511,step1_raw_2024-12-01_to_2025-01-01,316.8,4349.0,1076.4,5425.4,5601.0,5808.9,5532.6,4321.7,4524.6,4386.8,1.3,547.0,379.6,20451.0,103083.0,106418.0,110369.0,105120.0
20250101_400684_183118_202613,step1_raw_2024-12-01_to_2025-01-01,267.8,3768.4,1315.9,5084.3,5125.7,5092.6,5117.8,3740.4,3809.8,3698.0,0.9,237.1,67.9,25002.0,96601.0,97388.0,96759.0,97238.0
20250101_407af1_183227_194325,step1_raw_2024-12-01_to_2025-01-01,241.5,3408.7,1310.9,4719.7,4752.8,4778.3,4762.3,3380.7,3441.8,3343.4,0.7,194.9,129.0,24908.0,89673.0,90303.0,90787.0,90484.0
20250101_47b217_172512_182617,step1_raw_2024-12-01_to_2025-01-01,261.8,3715.8,1783.6,5499.4,5499.4,5549.7,5520.8,3687.5,3715.8,3655.1,0.8,4.4,154.9,33888.0,104488.0,104488.0,105443.0,104896.0
20250101_485b45_182943_193624,step1_raw_2024-12-01_to_2025-01-01,263.5,3751.9,1223.0,4974.9,4980.0,5061.2,4999.0,3723.6,3757.0,3689.8,0.9,80.8,133.9,23238.0,94523.0,94620.0,96164.0,94982.0
20250101_4b187f_192509_210050,step1_raw_2024-12-01_to_2025-01-01,265.8,3621.0,2055.2,5676.2,5768.2,5701.0,5709.8,3593.9,3713.0,3563.5,0.8,349.6,44.1,39049.0,107848.0,109596.0,108320.0,108486.0
20240312_06a0fe_155254_163430,step1_raw_20240312_20240313,248.5,3642.1,2183.1,5825.2,5825.4,5898.0,5831.5,3612.8,3642.2,3569.7,0.8,13.0,173.8,41479.0,110679.0,110682.0,112063.0,110798.0
20240312_06a1bd_214004_215356,step1_raw_20240312_20240313,283.0,4132.3,2328.5,6460.9,6478.3,6513.6,6492.3,4103.2,4149.7,4046.3,1.0,163.6,141.6,44242.0,122757.0,123088.0,123758.0,123355.0
20240312_346114_174632_193401,step1_raw_20240312_20240313,390.0,5323.4,1292.5,6616.0,6657.0,6921.9,6744.2,5296.2,5364.5,5330.6,1.6,293.0,383.3,24558.0,125703.0,126483.0,131516.0,128139.0
20240312_346386_200007_205228,step1_raw_20240312_20240313,254.2,3716.5,3654.5,7371.0,7372.1,7650.8,7372.4,3687.4,3717.6,3655.0,0.9,37.5,256.4,69435.0,140049.0,140070.0,145365.0,140075.0
20240312_34640e_203223_211525,step1_raw_20240312_20240313,262.0,3754.9,3599.6,7354.6,7365.4,7444.9,7365.9,3726.4,3765.7,3700.1,0.9,120.3,105.3,68393.0,139737.0,139942.0,141453.0,139953.0
20240312_3475d3_182738_195437,step1_raw_20240312_20240313,375.2,5259.4,2127.9,7387.3,7392.6,7559.2,7415.3,5231.4,5264.7,5199.9,1.8,102.2,157.0,40431.0,140359.0,140459.0,143624.0,140891.0
20240312_394a0d_171553_182801,step1_raw_20240312_20240313,243.2,3461.6,2128.6,5590.2,5688.9,5705.8,5609.2,3433.2,3560.3,3430.8,0.7,354.3,106.3,40443.0,106213.0,108090.0,108410.0,106575.0
20240312_39cf0c_164121_171945,step1_raw_20240312_20240313,102.0,1443.7,1596.3,3040.0,3060.8,3279.6,3049.8,1415.7,1464.4,1482.1,0.1,48.9,139.3,30330.0,57760.0,58154.0,62313.0,57947.0
20240312_39d2a1_212842_223804,step1_raw_20240312_20240313,249.8,3513.1,2394.1,5907.2,5913.3,6096.0,5914.5,3485.1,3519.3,3476.3,0.8,83.4,174.4,45487.0,112237.0,112353.0,115825.0,112376.0
20240312_39d2a2_162233_170409,step1_raw_20240312_20240313,270.0,3812.1,1761.4,5573.6,5576.5,5732.0,5578.8,3784.0,3815.1,3745.7,1.0,62.4,172.5,33467.0,105898.0,105953.0,108908.0,105997.0
20240312_3c66c4_205922_213348,step1_raw_20240312_20240313,252.5,3684.3,1597.7,5282.0,5293.8,5330.1,5284.8,3655.1,3696.0,3616.4,0.8,125.4,125.2,30357.0,100358.0,100581.0,101272.0,100410.0
20240312_3c6701_175405_180116,step1_raw_20240312_20240313,247.0,3602.9,2579.4,6182.3,6191.8,6210.4,6188.3,3573.8,3612.4,3529.5,0.8,110.0,86.7,49009.0,117463.0,117644.0,117998.0,117577.0
20240312_400772_172700_184849,step1_raw_20240312_20240313,334.8,4455.0,1468.9,5923.9,5924.6,5959.5,5936.7,4428.4,4455.7,4395.9,1.2,34.4,104.2,27910.0,112554.0,112568.0,113231.0,112797.0
20240312_40688b_163354_193412,step1_raw_20240312_20240313,479.0,7250.6,1213.4,8464.0,8473.6,8524.0,8483.8,7220.4,7260.2,7226.1,0.3,171.1,56.1,23055.0,160816.0,160999.0,161955.0,161193.0
20240312_406891_164903_174430,step1_raw_20240312_20240313,231.5,3319.2,2727.5,6046.8,6051.3,6072.1,6052.6,3290.7,3323.8,3262.7,0.7,69.8,44.0,51823.0,114888.0,114975.0,115370.0,114999.0
20240312_406f73_181053_182352,step1_raw_20240312_20240313,231.0,3328.0,3391.3,6719.3,6734.6,6720.7,6723.6,3299.3,3343.3,3257.2,0.7,131.8,33.7,64435.0,127666.0,127958.0,127692.0,127749.0
20240312_40742e_182321_184823,step1_raw_20240312_20240313,230.0,3303.1,3793.7,7096.8,7102.2,7131.7,7116.4,3274.5,3308.5,3239.3,0.7,77.7,65.3,72080.0,134839.0,134942.0,135502.0,135212.0
20240312_4074e2_173836_182231,step1_raw_20240312_20240313,234.0,3325.0,3521.4,6846.3,6860.5,6847.6,6851.7,3296.7,3339.1,3257.0,0.7,126.9,25.7,66906.0,130080.0,130349.0,130104.0,130182.0
20240312_407798_153759_162610,step1_raw_20240312_20240313,247.8,3584.3,1860.1,5444.4,5518.7,5498.4,5455.1,3555.5,3658.6,3511.4,0.8,307.8,158.1,35341.0,103443.0,104855.0,104469.0,103647.0
20240312_407898_180806_190630,step1_raw_20240312_20240313,202.5,3280.2,2118.7,5398.9,5398.9,5535.6,5400.4,3247.9,3280.2,3215.3,0.7,0.0,180.4,40256.0,102579.0,102579.0,105176.0,102607.0
20240312_4078b8_164155_175504,step1_raw_20240312_20240313,280.8,4151.9,1708.8,5860.7,5930.3,5862.7,5863.1,4122.4,4221.5,4087.3,1.0,327.3,37.7,32467.0,111353.0,112676.0,111392.0,111399.0
20240312_40797c_211054_213219,step1_raw_20240312_20240313,230.2,3309.3,2174.3,5483.5,5486.5,5484.8,5487.8,3280.6,3312.3,3247.1,0.7,59.0,26.8,41311.0,104187.0,104244.0,104212.0,104268.0
20240312_484fff_204209_205601,step1_raw_20240312_20240313,294.8,4139.6,1478.9,5618.5,5623.8,5679.6,5620.3,4111.6,4144.8,4096.8,1.0,90.3,71.3,28100.0,106752.0,106852.0,107912.0,106786.0
20240312_4851af_210055_211447,step1_raw_20240312_20240313,231.2,3302.6,2520.5,5823.0,5825.6,5826.4,5825.7,3274.1,3305.2,3244.0,0.7,54.6,23.1,47889.0,110638.0,110687.0,110701.0,110688.0
20240312_486071_211246_212638,step1_raw_20240312_20240313,234.2,3442.7,3409.2,6851.9,6855.7,6886.7,6858.5,3413.4,3446.5,3372.1,0.7,68.1,88.8,64776.0,130186.0,130259.0,130848.0,130312.0
20240312_4b187f_172603_191038,step1_raw_20240312_20240313,244.0,3341.8,2563.2,5905.0,5914.4,5944.9,5918.7,3314.5,3351.2,3271.4,0.7,105.3,104.0,48702.0,112196.0,112374.0,112952.0,112456.0
20240312_4b1883_175804_185332,step1_raw_20240312_20240313,246.5,3412.8,1959.0,5371.8,5377.2,5389.4,5373.0,3385.1,3418.1,3354.0,0.7,80.9,40.9,37222.0,102064.0,102166.0,102398.0,102087.0
20240312_4b18fc_175821_183218,step1_raw_20240312_20240313,242.0,3386.4,3646.4,7032.8,7042.7,7072.8,7044.6,3358.5,3396.3,3317.9,0.7,108.8,102.4,69281.0,133623.0,133811.0,134384.0,133848.0
20240312_4d2139_172759_181530,step1_raw_20240312_20240313,233.0,3253.2,2810.6,6063.8,6064.0,6076.1,6064.4,3225.4,3253.3,3202.0,0.7,11.4,44.4,53402.0,115213.0,115215.0,115446.0,115223.0
20240312_706058_154723_171921,step1_raw_20240312_20240313,250.0,3648.5,2624.2,6272.6,6272.7,6350.9,6280.5,3619.4,3648.6,3578.9,0.8,10.3,155.8,49859.0,119180.0,119182.0,120667.0,119329.0
20240312_7103d6_155901_162237,step1_raw_20240312_20240313,309.5,4608.5,1260.4,5868.9,5941.9,5871.7,5870.2,4578.8,4681.5,4538.8,1.2,357.2,36.3,23948.0,111509.0,112897.0,111562.0,111533.0
20240312_76cce3_205226_210304,step1_raw_20240312_20240313,189.8,3014.8,4288.8,7303.6,7303.8,7489.7,7307.0,2983.3,3015.0,2945.0,0.6,11.1,218.6,81487.0,138769.0,138772.0,142304.0,138833.0
20240312_a759f1_180411_183155,step1_raw_20240312_20240313,229.8,3300.5,3561.0,6861.4,6898.3,6876.2,6867.2,3271.9,3337.4,3232.6,0.7,203.3,40.6,67658.0,130367.0,131068.0,130648.0,130477.0
20240312_a75da8_162049_165657,step1_raw_20240312_20240313,232.8,3369.9,3016.1,6386.1,6394.8,6445.2,6399.8,3341.1,3378.7,3302.2,0.7,99.9,130.8,57307.0,121336.0,121502.0,122459.0,121596.0
20240312_a901c8_190625_194801,step1_raw_20240312_20240313,236.8,3274.4,3823.4,7097.8,7099.2,7278.9,7098.1,3246.9,3275.8,3247.2,0.7,39.6,148.3,72645.0,134859.0,134886.0,138299.0,134864.0
20240312_a9961b_192001_193353,step1_raw_20240312_20240313,309.2,4500.8,2484.1,6984.9,7012.6,7012.9,6995.4,4471.8,4528.5,4431.3,1.2,218.6,115.2,47198.0,132713.0,133240.0,133245.0,132913.0
20240312_aa2184_170310_173128,step1_raw_20240312_20240313,239.0,3381.9,2618.2,6000.0,6003.7,6002.0,6004.8,3353.7,3385.6,3322.7,0.7,66.5,11.8,49745.0,114001.0,114071.0,114038.0,114091.0
20240312_aa4440_173719_180958,step1_raw_20240312_20240313,237.8,3394.8,3684.9,7079.8,7090.1,7088.8,7080.7,3366.4,3405.1,3330.7,0.7,106.4,23.9,70014.0,134516.0,134712.0,134687.0,134534.0
20240312_aa4548_190013_192758,step1_raw_20240312_20240313,230.2,3323.5,2972.7,6296.3,6304.9,6310.0,6300.5,3294.7,3332.1,3261.9,0.7,99.9,45.9,56482.0,119629.0,119793.0,119889.0,119709.0
20240312_abf66c_180253_184429,step1_raw_20240312_20240313,230.5,3409.1,3532.3,6941.5,6945.1,7013.6,6945.5,3379.6,3412.7,3355.8,0.7,66.2,87.5,67114.0,131888.0,131956.0,133259.0,131964.0
20240313_02013f_184456_195638,step1_raw_20240312_20240313,231.5,3256.1,2503.4,5759.5,5765.2,5916.1,5813.8,3228.2,3261.8,3186.3,0.7,76.9,148.8,47565.0,109431.0,109539.0,112406.0,110462.0
20240313_346114_185141_194500,step1_raw_20240312_20240313,265.8,3849.2,746.0,4595.2,4614.4,4777.1,4612.4,3820.4,3868.5,3779.7,1.0,162.2,217.2,14173.0,87308.0,87674.0,90764.0,87636.0
20240313_347245_175205_192700,step1_raw_20240312_20240313,431.8,5768.0,1402.7,7170.7,7170.8,7399.2,7198.0,5741.4,5768.1,5790.2,1.8,13.8,282.5,26651.0,136244.0,136245.0,140585.0,136763.0
20240313_394a14_174532_181649,step1_raw_20240312_20240313,255.2,3711.5,2234.7,5946.2,5946.6,6115.1,5952.5,3682.5,3711.9,3685.4,0.9,22.4,148.8,42459.0,112977.0,112985.0,116187.0,113097.0
20240313_39c429_185937_194113,step1_raw_20240312_20240313,234.8,3433.9,3909.0,7342.9,7343.5,7464.9,7346.4,3404.8,3434.5,3378.7,0.8,26.0,136.6,74271.0,139515.0,139526.0,141833.0,139582.0
20240313_39d2a2_154608_161353,step1_raw_20240312_20240313,244.5,3555.8,2432.3,5988.1,5988.7,6252.6,5994.5,3526.7,3556.4,3506.6,0.8,26.8,242.7,46214.0,113774.0,113785.0,118799.0,113895.0
20240313_3c4a04_173433_183001,step1_raw_20240312_20240313,236.2,3383.7,2688.1,6071.9,6072.1,6311.9,6072.5,3355.2,3384.0,3371.6,0.7,18.0,184.1,51075.0,115366.0,115371.0,119925.0,115378.0
20240313_3c6709_160725_172641,step1_raw_20240312_20240313,194.5,3019.4,2050.8,5070.2,5070.9,5522.8,5089.6,2988.4,3020.1,3075.7,0.1,26.2,310.5,38965.0,96334.0,96347.0,104933.0,96703.0
20240313_4006c2_210146_213752,step1_raw_20240312_20240313,240.5,3513.1,1963.2,5476.3,5478.8,5854.0,5483.3,3484.0,3515.6,3507.0,0.8,54.7,274.2,37300.0,104049.0,104096.0,111226.0,104182.0
20240313_4006c4_173300_175820,step1_raw_20240312_20240313,247.2,3545.8,1880.0,5425.8,5428.5,5534.6,5431.5,3517.2,3548.5,3496.8,0.8,57.5,115.6,35719.0,103090.0,103141.0,105158.0,103198.0
20240313_400772_171415_175552,step1_raw_20240312_20240313,440.8,5796.6,1044.9,6841.5,6845.9,6886.2,6997.2,5770.4,5801.0,5769.9,1.6,101.8,135.3,19854.0,129989.0,130072.0,130837.0,132948.0
20240313_4007ed_173656_182824,step1_raw_20240312_20240313,347.2,4932.4,1938.6,6871.0,6872.8,6910.3,6882.9,4904.0,4934.2,4866.6,1.5,57.2,163.3,36834.0,130549.0,130583.0,131296.0,130775.0
20240313_406a9f_194926_195207,step1_raw_20240312_20240313,228.8,3314.6,2520.5,5835.1,5836.1,5883.7,5838.0,3285.7,3315.6,3254.6,0.7,32.6,71.4,47890.0,110866.0,110886.0,111791.0,110921.0
20240313_406d4c_174721_184119,step1_raw_20240312_20240313,199.0,2962.8,2444.8,5407.6,5407.7,6017.3,5407.8,2933.2,2962.9,3073.7,0.0,8.6,291.3,46451.0,102744.0,102746.0,114330.0,102749.0
20240313_4075c2_182944_183023,step1_raw_20240312_20240313,243.2,3557.9,3233.9,6791.8,6794.9,6942.1,6794.1,3528.8,3561.0,3514.3,0.8,60.4,135.0,61444.0,129045.0,129103.0,131901.0,129087.0
20240313_407799_170251_174428,step1_raw_20240312_20240313,234.8,3444.1,3929.5,7373.6,7377.2,7565.8,7381.4,3414.9,3447.7,3398.8,0.8,63.6,185.6,74661.0,140099.0,140168.0,143749.0,140246.0
20240313_407994_173924_180709,step1_raw_20240312_20240313,247.5,3561.0,2072.4,5633.4,5653.1,5655.3,5639.7,3532.4,3580.6,3507.3,0.8,148.7,43.6,39376.0,107035.0,107408.0,107451.0,107154.0
20240313_407af1_153042_155337,step1_raw_20240312_20240313,199.5,2895.3,1403.2,4298.4,4309.7,4339.8,4331.7,2866.5,2906.5,2869.3,0.0,91.8,49.3,26660.0,81670.0,81884.0,82456.0,82302.0
20240313_407af4_162937_171558,step1_raw_20240312_20240313,364.0,5326.9,1937.7,7264.6,7268.0,7284.2,7268.1,5297.7,5330.3,5275.0,1.6,85.4,129.5,36817.0,138027.0,138092.0,138400.0,138094.0
20240313_485785_183058_184450,step1_raw_20240312_20240313,232.2,3352.7,3670.5,7023.2,7025.4,7210.5,7028.5,3323.9,3354.9,3326.4,0.7,48.9,154.9,69740.0,133441.0,133482.0,137000.0,133542.0
20240313_4b187d_180552_181700,step1_raw_20240312_20240313,250.8,3529.6,1925.2,5454.7,5459.9,5663.3,5461.4,3501.5,3534.7,3498.8,0.8,77.0,174.7,36578.0,103640.0,103738.0,107603.0,103766.0
20240313_4b187e_210607_215059,step1_raw_20240312_20240313,250.0,3560.4,2588.3,6148.7,6149.1,6344.1,6153.3,3532.0,3560.8,3528.1,0.8,21.6,174.9,49178.0,116825.0,116833.0,120537.0,116912.0
20240313_4b187f_154409_164643,step1_raw_20240312_20240313,264.8,3644.1,2078.5,5722.6,5722.8,5913.6,5726.8,3616.7,3644.3,3608.1,0.9,14.0,165.1,39492.0,108730.0,108732.0,112358.0,108809.0
20240313_4b1884_174423_183951,step1_raw_20240312_20240313,252.5,3520.2,2911.2,6431.4,6433.9,6685.1,6451.9,3492.3,3522.7,3479.6,0.8,56.0,215.3,55313.0,122196.0,122245.0,127016.0,122587.0
20240313_4ba953_185840_191232,step1_raw_20240312_20240313,352.0,5015.1,1982.8,6998.0,7022.5,7038.9,7019.2,4986.7,5039.7,4947.6,1.4,219.2,165.7,37674.0,132962.0,133428.0,133738.0,133364.0
20240313_4bb196_200050_202834,step1_raw_20240312_20240313,446.8,6578.1,811.9,7390.0,7390.1,7409.7,7392.4,6548.7,6578.2,6550.1,1.7,20.4,104.0,15425.0,140409.0,140412.0,140784.0,140456.0
20240313_7380c1_174733_184959,step1_raw_20240312_20240313,214.0,3195.8,3228.1,6423.9,6424.2,6625.6,6428.8,3166.0,3196.0,3155.9,0.7,16.0,191.7,61335.0,122054.0,122059.0,125886.0,122147.0
20240313_7380ca_164750_174514,step1_raw_20240312_20240313,412.5,4413.9,1277.8,5691.7,6031.4,5943.5,6670.1,4392.5,4753.5,4422.0,0.9,794.0,88.1,24279.0,108143.0,114596.0,112926.0,126731.0
20240313_a1cac9_161334_162726,step1_raw_20240312_20240313,239.2,3519.0,2313.2,5832.2,5850.6,6010.9,5848.9,3489.7,3537.4,3490.7,0.8,150.3,159.4,43951.0,110812.0,111162.0,114207.0,111129.0
20240313_a74ecc_165659_180932,step1_raw_20240312_20240313,248.2,3641.2,3875.7,7516.9,7521.1,7620.8,7521.6,3611.9,3645.5,3592.8,0.9,74.9,106.0,73638.0,142820.0,142902.0,144794.0,142911.0
20240313_a9961b_194813_202825,step1_raw_20240312_20240313,236.8,3464.7,2197.5,5662.2,5662.8,5842.7,5668.2,3435.6,3465.3,3414.5,0.8,25.7,187.0,41752.0,107582.0,107594.0,111011.0,107696.0
20240313_ab6ea5_172528_174711,step1_raw_20240312_20240313,227.0,3340.0,3207.4,6547.3,6547.8,6745.9,6552.7,3310.7,3340.4,3315.3,0.7,22.5,170.5,60940.0,124400.0,124409.0,128172.0,124500.0
20240313_ac0196_163727_170944,step1_raw_20240312_20240313,227.0,3353.0,4027.8,7380.8,7385.2,7552.2,7385.8,3323.6,3357.4,3315.9,0.7,69.7,153.8,76528.0,140235.0,140318.0,143492.0,140330.0
20240313_c08509_173220_175329,step1_raw_20240312_20240313,234.0,3393.9,2291.7,5685.6,5690.5,5747.4,5692.5,3365.0,3398.8,3340.3,0.7,76.0,69.2,43542.0,108026.0,108120.0,109200.0,108158.0
20240611_346057_154632_173618,step1_raw_20240611_20240612,443.8,6274.4,2109.4,8383.8,8384.4,8397.7,8393.5,6246.2,6275.0,6231.6,2.6,39.4,123.4,40079.0,159293.0,159303.0,159556.0,159476.0
20240611_396444_152911_161736,step1_raw_20240611_20240612,251.5,3374.2,682.4,4056.6,4066.0,4107.8,4072.6,3347.5,3383.6,3332.7,0.0,102.6,68.6,12966.0,77076.0,77255.0,78048.0,77380.0
20240611_39cf0c_153224_162753,step1_raw_20240611_20240612,255.8,3683.0,3748.0,7431.0,7447.0,7484.7,7450.5,3654.3,3699.0,3616.8,0.8,142.6,148.2,71212.0,141189.0,141494.0,142209.0,141560.0
20240611_39d2a5_173216_182722,step1_raw_20240611_20240612,234.5,3328.3,1935.2,5263.5,5268.7,5309.6,5287.0,3300.0,3333.6,3259.7,0.7,78.0,93.9,36768.0,100006.0,100106.0,100882.0,100452.0
20240611_39d2a8_120757_125422,step1_raw_20240611_20240612,224.5,3214.3,1762.4,4976.6,4982.2,5073.5,5001.4,3185.7,3219.8,3145.8,0.6,78.4,169.3,33485.0,94556.0,94661.0,96396.0,95027.0
20240611_4005bb_152947_161511,step1_raw_20240611_20240612,238.8,3362.4,1505.0,4867.4,4872.0,4960.8,4892.0,3334.3,3366.9,3308.1,0.7,71.9,99.2,28595.0,92480.0,92567.0,94255.0,92949.0
20240611_400771_133405_142946,step1_raw_20240611_20240612,387.0,5870.3,1002.2,6872.4,6874.8,6913.4,6884.0,5840.0,5872.6,5837.4,1.7,75.4,143.3,19041.0,130576.0,130620.0,131355.0,130796.0
20240611_4067f6_144902_153759,step1_raw_20240611_20240612,228.8,3224.3,3752.7,6977.0,6977.0,7046.9,6993.5,3196.2,3224.3,3159.9,0.6,0.1,129.8,71301.0,132563.0,132563.0,133890.0,132877.0
20240611_407512_141148_153852,step1_raw_20240611_20240612,444.0,6363.4,1646.9,8010.3,8016.6,8297.9,8095.1,6334.8,6369.7,6409.5,2.5,125.9,374.9,31292.0,152195.0,152316.0,157661.0,153808.0
20240611_407992_145132_150524,step1_raw_20240611_20240612,236.0,3311.4,1510.8,4822.2,4823.7,4843.7,4838.3,3283.5,3313.0,3249.2,0.7,41.9,46.8,28704.0,91622.0,91651.0,92031.0,91927.0
20240611_407fcd_174207_175641,step1_raw_20240611_20240612,336.8,4859.1,2241.9,7101.0,7128.5,7111.7,7117.5,4830.4,4886.7,4803.4,1.4,226.7,62.3,42595.0,134919.0,135442.0,135122.0,135233.0
20240611_47b121_121055_131239,step1_raw_20240611_20240612,230.5,3284.9,2126.4,5411.3,5411.3,5489.4,5431.1,3256.5,3285.0,3221.4,0.7,6.1,137.3,40401.0,102814.0,102815.0,104298.0,103191.0
20240611_485e2e_162131_170522,step1_raw_20240611_20240612,297.2,4319.4,1702.9,6022.3,6039.2,6042.3,6032.5,4290.4,4336.3,4255.3,1.1,166.2,99.5,32355.0,114424.0,114745.0,114804.0,114617.0
20240611_4aca66_143934_165108,step1_raw_20240611_20240612,373.2,5505.5,3516.0,9021.4,9021.4,9040.6,9024.6,5476.0,5505.5,5456.6,1.4,2.0,124.7,66804.0,171407.0,171407.0,171772.0,171467.0
20240611_4b1884_141850_145421,step1_raw_20240611_20240612,246.5,3321.6,1588.7,4910.3,4912.6,4973.1,4931.5,3294.7,3323.9,3253.9,0.7,53.0,92.1,30185.0,93295.0,93339.0,94489.0,93698.0
20240611_4d24f1_161336_172656,step1_raw_20240611_20240612,238.5,3292.8,2122.6,5415.4,5415.4,5476.8,5419.6,3265.3,3292.9,3231.2,0.7,6.3,79.5,40329.0,102893.0,102893.0,104060.0,102971.0
20240611_780abb_132913_171700,step1_raw_20240611_20240612,604.2,8865.8,312.0,9177.8,9188.4,9412.4,9230.9,8836.5,8876.4,8921.9,1.8,209.8,40.4,5928.0,174377.0,174580.0,178835.0,175387.0
20240611_896455_165115_170507,step1_raw_20240611_20240612,189.2,2753.7,1145.1,3898.8,3901.7,3975.3,3906.2,2724.7,2756.6,2674.5,0.4,49.3,127.4,21757.0,74078.0,74133.0,75532.0,74217.0
20240611_a05626_162035_170918,step1_raw_20240611_20240612,269.5,3934.1,1985.2,5919.3,5926.8,5956.6,5936.2,3905.1,3941.6,3885.3,1.0,99.2,58.7,37720.0,112467.0,112609.0,113176.0,112787.0
20240611_a0a545_144812_152107,step1_raw_20240611_20240612,241.2,3457.3,1462.3,4919.5,4929.9,4962.7,4943.4,3428.7,3467.6,3389.2,0.7,111.6,149.8,27783.0,93471.0,93668.0,94291.0,93925.0
20240611_a11bc6_144852_160031,step1_raw_20240611_20240612,299.8,4345.6,1697.4,6043.0,6043.3,6078.8,6115.2,4316.7,4345.8,4280.6,1.2,20.1,150.5,32251.0,114818.0,114822.0,115497.0,116189.0
20240611_a28dc8_155658_165536,step1_raw_20240611_20240612,257.0,3683.9,1853.4,5537.3,5549.4,5606.9,5562.7,3655.4,3696.0,3615.7,0.8,125.9,168.6,35214.0,105209.0,105438.0,106531.0,105691.0
20240611_a74505_143931_151432,step1_raw_20240611_20240612,234.0,3378.5,2904.0,6282.6,6290.0,6353.2,6297.5,3349.8,3385.9,3318.7,0.7,92.5,120.0,55177.0,119369.0,119510.0,120711.0,119653.0
20240611_a9961b_163015_165759,step1_raw_20240611_20240612,273.2,3930.0,2983.2,6913.2,6931.6,6914.4,6932.7,3901.3,3948.3,3862.7,1.0,163.5,37.2,56682.0,131351.0,131699.0,131373.0,131721.0
20240611_aa92fa_101447_105624,step1_raw_20240611_20240612,258.0,3665.1,1471.2,5136.3,5136.9,5215.4,5153.8,3636.8,3665.7,3590.3,0.8,28.2,158.1,27953.0,97590.0,97601.0,99092.0,97922.0
20240611_aa944a_135649_142433,step1_raw_20240611_20240612,245.8,3374.4,2221.1,5595.6,5601.4,5681.2,5627.0,3347.1,3380.2,3306.5,0.7,82.2,167.1,42201.0,106316.0,106426.0,107942.0,106914.0
20240611_aabf80_134600_142737,step1_raw_20240611_20240612,237.5,3265.3,2453.2,5718.5,5719.3,5824.4,5739.8,3238.0,3266.1,3201.5,0.7,29.4,164.7,46611.0,108652.0,108668.0,110663.0,109057.0
20240611_ab7268_142451_144340,step1_raw_20240611_20240612,234.8,3372.6,2557.6,5930.2,5933.9,5948.3,5941.4,3344.0,3376.2,3307.4,0.7,64.1,62.8,48595.0,112674.0,112743.0,113018.0,112886.0
20240611_abfdd1_130222_134710,step1_raw_20240611_20240612,269.2,3901.4,3458.6,7360.0,7360.3,7361.3,7367.8,3872.5,3901.6,3833.1,0.9,18.3,41.6,65714.0,139840.0,139845.0,139865.0,139989.0
20240612_394a12_142615_153650,step1_raw_20240611_20240612,272.2,3851.1,1007.3,4858.4,4865.9,4912.3,4888.0,3822.9,3858.7,3782.3,0.9,103.5,159.3,19138.0,92310.0,92453.0,93333.0,92873.0
20240612_39cf01_164041_173938,step1_raw_20240611_20240612,241.0,3345.9,2607.6,5953.5,5984.3,6035.3,5983.9,3318.3,3376.7,3283.4,0.7,188.5,156.3,49544.0,113117.0,113701.0,114671.0,113694.0
20240612_3c4b32_144851_153027,step1_raw_20240611_20240612,268.2,3975.7,3603.3,7579.0,7580.8,7593.6,7592.7,3946.2,3977.5,3914.8,1.0,51.0,39.6,68463.0,144001.0,144034.0,144278.0,144260.0
20240612_4005bb_152309_162025,step1_raw_20240611_20240612,243.2,3372.7,1706.4,5079.1,5097.4,5127.0,5108.5,3345.1,3391.1,3306.1,0.7,148.0,157.4,32421.0,96503.0,96851.0,97413.0,97062.0
20240612_4006c3_151305_160047,step1_raw_20240611_20240612,405.2,5937.2,494.3,6431.5,6431.5,6477.3,6437.8,5908.0,5937.2,5909.1,1.7,6.0,127.2,9391.0,122198.0,122198.0,123070.0,122318.0
20240612_406b13_152204_161732,step1_raw_20240611_20240612,236.5,3324.9,3141.3,6466.2,6493.2,6542.2,6499.3,3296.8,3351.9,3254.2,0.7,178.6,136.9,59685.0,122857.0,123370.0,124302.0,123487.0
20240612_407af3_173906_180651,step1_raw_20240611_20240612,272.5,3852.2,1510.3,5362.5,5363.8,5367.3,5380.4,3824.0,3853.5,3795.7,0.9,43.5,27.4,28696.0,101887.0,101912.0,101978.0,102227.0
20240612_407cd1_155229_170346,step1_raw_20240611_20240612,315.0,4535.5,3059.5,7595.1,7597.0,7631.1,7621.8,4506.8,4537.5,4473.2,1.3,59.2,133.4,58131.0,144306.0,144344.0,144990.0,144815.0
20240612_706059_155149_164938,step1_raw_20240611_20240612,249.8,3504.9,1384.7,4889.6,4892.8,4989.1,4919.3,3477.0,3508.2,3433.5,0.8,62.6,175.9,26308.0,92902.0,92964.0,94792.0,93467.0
20240612_710112_104433_123123,step1_raw_20240611_20240612,282.0,4105.7,2432.8,6538.5,6543.0,6592.5,6561.1,4076.7,4110.2,4032.0,1.0,83.4,173.3,46223.0,124231.0,124318.0,125258.0,124661.0
20240612_89618a_100934_114109,step1_raw_20240611_20240612,350.8,5206.1,894.2,6100.3,6103.8,6130.3,6100.9,5176.5,5209.6,5111.8,1.2,84.7,152.5,16989.0,115905.0,115972.0,116475.0,115917.0
